"","season","player_id","player_name","team_id","position_group","player_quality_score","goals_above_replacement_per_96","position_value","age","pct.season.played","minutes_played"
"144","2013","BLMvrwBMxe","Justin Mapp","APk5LGOMOW","Offense",62.4,0.216860207900208,0.359251559251559,28,0.736825980392157,2405
"145","2013","EGMP2m4qaY","José Gonçalves","19vQ2095K6","Defense",43.2,0.0522669665448412,0.0539780714084903,27,1.08976715686275,3557
"146","2013","EGMP4ByMaY","Ryan Johnson","WBLMvYAQxe","Offense",50.2,0.125693023255814,0.637873754152824,28,0.645526960784314,2107
"147","2013","EGMP72kQaY","Dillon Powers","pzeQZ6xQKw","Offense",61.8,0.116326641509434,0.362264150943396,22,0.811887254901961,2650
"148","2013","EGMPLX0MaY","Edgar Mejía","4wM42l4qjB","Midfield",33.8,0.0767566324435318,0.197125256673511,24,0.746017156862745,2435
"149","2013","EGMPYGr5aY","David Carney","a2lqRX2Mr0","Defense",34.4,0.0499938461538462,0,29,0.278799019607843,910
"150","2013","EGMPgD4QaY","Jaime Castrillon","pzeQZ6xQKw","Offense",56.2,0.202178313253012,0.231325301204819,29,0.127144607843137,415
"151","2013","EGMPlZYjMa","Servando Carrasco","c(""YgOMngl5wN"", ""jYQJ19EqGR"")","Midfield",36,0.0680935064935065,0.138528138528139,24,0.424632352941176,1386
"152","2013","EGMPlpRxMa","Gyasi Zardes","kaDQ0wRqEv","Offense",53.4,0.238447723704867,0.188383045525903,21,0.780637254901961,2548
"153","2013","EGMPlv4MaY","Djimi Traore","jYQJ19EqGR","Defense",30.8,0.0359282921431206,0.0354112873478421,32,0.830575980392157,2711
"154","2013","EGMPx9xMaY","Aurélien Collin","Z2vQ1xlqrA","Defense",52,0.0927713004484305,0.184497117232543,26,0.956495098039216,3122
"155","2013","GNPqxWm59d","Andy O'Brien","lgpMOvnQzy","Defense",28.6,0.038617310252996,0,33,0.460171568627451,1502
"156","2013","KAqBJNmqbg","Steve Zakuani","jYQJ19EqGR","Offense",64,0.177281214421252,0.182163187855787,25,0.161458333333333,527
"157","2013","KAqBRzvqbg","Lloyd Sam","a2lqRX2Mr0","Offense",77.8,0.150664541832669,0.573705179282868,28,0.307598039215686,1004
"158","2013","KAqBaJZ5bg","Víctor Bernárdez","0KPqjA456v","Defense",22.4,0.0312019851116625,0.0794044665012407,30,0.740808823529412,2418
"159","2013","KAqBaoV5bg","Blas Pérez","mKAqBBmqbg","Offense",65.2,0.180558063042485,0.570123343992691,31,0.670649509803922,2189
"160","2013","KAqBd34Mbg","Brian Carroll","9z5k7Yg5A3","Midfield",36,0.0617300248138958,0.0893300248138958,31,0.987745098039216,3224
"161","2013","KAqBdbAMbg","Álvaro Saborio","a2lqR4JMr0","Offense",40,0.0504130829800121,0.755905511811024,30,0.505821078431373,1651
