"playerid","Season","GP"
6249,2014,32
6249,2015,26
6249,2016,51
6249,2017,21
6249,2018,21
6249,2019,38
6249,2020,11
6249,2021,9
6259,2004,1
6259,2005,2
6259,2006,1
6282,2009,48
6282,2013,31
6283,2005,8
6283,2006,36
6283,2007,29
6283,2008,28
6283,2009,34
6283,2010,29
6283,2011,11
6283,2012,29
6283,2013,31
6283,2014,29
6283,2015,18
6283,2016,40
6283,2017,21
6291,2004,21
6291,2005,29
6291,2006,72
6291,2007,73
6291,2008,57
6291,2009,72
6291,2010,64
6291,2011,51
6291,2012,2
6292,2008,3
6293,2006,9
6293,2007,19
6293,2008,4
6306,2011,7
6310,2022,42
6315,2005,41
6315,2006,61
6315,2007,43
6315,2009,46
6315,2010,63
6315,2011,29
6316,2012,33
6316,2013,22
6316,2014,32
6316,2015,23
6316,2016,64
6316,2017,54
6316,2019,41
6316,2020,22
6316,2021,12
6316,2022,65
6317,2009,1
6317,2010,33
6317,2011,22
6317,2012,67
6317,2013,46
6317,2014,34
6317,2015,18
6324,2011,41
6324,2012,8
6324,2013,52
6324,2014,72
6324,2015,67
6324,2016,2
6324,2017,21
6329,2007,26
6329,2008,33
6329,2009,32
6329,2010,32
6329,2011,27
6329,2012,9
6329,2013,22
6329,2014,32
6329,2015,30
6329,2016,4
6336,2006,4
6336,2007,13
6336,2008,8
6336,2014,6
6336,2019,2
6345,2012,8
6345,2013,23
6345,2014,32
6345,2015,34
6345,2016,33
6345,2017,34
6345,2018,27
6345,2019,23
6345,2021,6
6345,2022,25
6364,2018,78
6371,2009,3
6371,2010,29
6371,2011,59
6371,2012,35
6371,2013,22
6371,2014,2
6380,2007,33
6380,2008,24
6382,2012,3
6389,2011,37
6389,2012,35
6389,2013,6
6397,2012,2
6397,2013,7
6397,2014,31
6397,2015,28
6397,2016,33
6397,2017,28
6397,2018,33
6397,2019,30
6397,2020,4
6397,2021,24
6397,2022,22
6398,2014,10
6398,2015,48
6398,2016,44
6398,2018,24
6398,2019,65
6398,2020,24
6398,2021,68
6398,2022,26
6398,2023,49
6399,2013,28
6399,2014,5
6399,2019,35
6399,2020,29
6399,2021,67
6399,2022,28
6399,2023,63
6399,2024,15
6415,2013,5
6415,2014,20
6415,2015,8
6417,2009,18
6417,2010,3
6419,2008,31
6419,2009,13
6422,2007,7
6422,2008,2
6422,2009,13
6422,2010,13
6422,2011,44
6422,2012,3
6428,2005,28
6428,2006,64
6428,2007,64
6428,2008,16
6428,2009,26
6428,2010,5
6428,2011,31
6428,2012,27
6432,2005,15
6432,2006,1
6432,2007,2
6432,2009,14
6432,2010,32
6432,2011,32
6432,2012,1
6432,2013,43
6432,2014,44
6432,2015,18
6435,2010,5
6435,2011,25
6435,2012,23
6435,2013,10
6435,2014,20
6435,2015,24
6435,2016,35
6435,2017,26
6457,2006,21
6457,2008,5
6457,2011,9
6475,2008,9
6475,2009,54
6475,2010,68
6475,2011,16
6475,2012,49
6475,2013,45
6475,2014,74
6475,2015,75
6475,2016,58
6475,2018,21
6483,2010,3
6483,2011,45
6483,2012,68
6483,2013,69
6483,2014,67
6483,2015,59
6483,2016,62
6483,2017,49
6483,2018,77
6483,2019,70
6483,2020,21
6483,2021,74
6483,2022,69
6485,2006,31
6485,2007,24
6485,2008,63
6485,2009,68
6485,2010,70
6485,2011,57
6485,2012,2
6485,2013,18
6485,2014,61
6491,2013,6
6491,2014,1
6499,2014,38
6499,2015,70
6499,2016,21
6499,2017,35
6499,2018,30
6499,2019,39
6499,2021,1
6527,2013,25
6527,2014,23
6550,2011,57
6550,2012,6
6550,2013,16
6562,2011,9
6562,2012,23
6562,2013,22
6562,2014,27
6562,2016,5
6562,2017,29
6562,2018,28
6562,2019,3
6562,2020,10
6562,2021,18
6562,2022,28
6562,2023,28
6562,2024,3
6570,2012,8
6570,2013,29
6570,2014,32
6570,2015,32
6570,2016,33
6570,2017,27
6576,2018,32
6576,2019,10
6576,2020,10
6576,2021,3
6577,2011,7
6580,2009,10
6580,2010,4
6580,2011,5
6589,2019,76
6603,2008,4
6603,2011,1
6605,2014,14
6612,2009,11
6612,2010,14
6612,2011,71
6612,2012,70
6612,2013,38
6612,2014,73
6612,2015,72
6612,2016,70
6612,2017,64
6612,2018,23
6616,2012,19
6616,2013,5
6616,2014,10
6620,2012,17
6620,2013,10
6627,2011,9
6627,2012,67
6627,2013,33
6627,2014,46
6627,2015,62
6627,2016,71
6627,2017,67
6627,2018,69
6627,2019,59
6627,2020,14
6627,2021,35
6632,2009,5
6632,2010,7
6632,2011,21
6632,2013,15
6632,2014,40
6632,2015,30
6632,2016,25
6632,2017,32
6632,2018,32
6632,2019,23
6632,2020,12
6632,2021,12
6632,2022,29
6632,2023,20
6632,2024,21
6640,2009,7
6652,2018,42
6653,2012,36
6653,2013,60
6653,2014,14
6653,2016,44
6655,2010,21
6655,2011,79
6655,2012,63
6655,2013,68
6655,2014,63
6655,2015,61
6655,2016,57
6655,2017,67
6655,2018,63
6655,2019,23
6655,2020,18
6655,2021,63
6655,2022,63
6655,2023,71
6655,2024,57
6661,2013,3
6661,2014,5
6661,2015,43
6661,2016,57
6661,2017,65
6661,2018,70
6661,2019,61
6661,2020,21
6661,2021,67
6661,2022,52
6661,2023,4
6677,2016,81
6677,2019,27
6688,2010,43
6688,2011,10
6697,2012,12
6697,2015,28
6697,2016,15
6697,2017,15
6697,2018,4
6736,2012,12
6736,2013,30
6736,2014,2
6741,2013,8
6741,2014,4
6741,2015,2
6745,2009,3
6780,2016,16
6781,2008,5
6781,2009,15
6781,2013,6
6785,2006,8
6785,2007,13
6785,2008,29
6785,2009,20
6785,2010,9
6785,2011,17
6785,2012,53
6785,2013,37
6785,2014,73
6785,2015,60
6785,2016,70
6785,2017,57
6785,2018,37
6785,2019,73
6785,2020,16
6785,2021,40
6797,2011,5
6797,2012,2
6797,2013,30
6797,2014,33
6797,2015,33
6797,2016,31
6797,2017,37
6797,2018,31
6797,2019,35
6797,2020,10
6797,2021,1
6797,2023,14
6797,2024,1
6819,2012,58
6819,2013,65
6819,2014,27
6819,2015,54
6819,2016,54
6819,2017,8
6832,2012,24
6832,2013,13
6832,2014,44
6832,2015,54
6832,2016,7
6832,2017,58
6832,2018,63
6832,2019,1
6832,2020,7
6842,2006,4
6848,2019,60
6865,2009,11
6865,2010,13
6865,2011,5
6865,2012,12
6865,2013,11
6865,2014,20
6865,2015,32
6865,2016,53
6869,2010,21
6869,2011,22
6869,2015,26
6879,2008,3
6879,2009,1
6883,2008,15
6883,2009,7
6883,2010,17
6883,2011,23
6883,2012,11
6883,2015,15
6885,2019,139
6887,2014,52
6887,2023,117
6893,2008,32
6893,2009,30
6893,2010,31
6893,2011,24
6893,2012,33
6893,2013,11
6893,2014,34
6893,2015,32
6893,2016,32
6893,2017,25
6893,2018,9
6893,2019,4
6893,2020,12
6893,2021,22
6893,2022,25
6893,2023,13
6893,2024,2
6895,2014,22
6895,2015,28
6895,2016,31
6895,2017,25
6895,2018,30
6895,2019,33
6895,2020,10
6895,2021,14
6895,2022,9
6895,2023,19
6895,2024,29
6902,2012,12
6902,2013,20
6902,2014,8
6902,2015,14
6902,2016,33
6902,2017,32
6902,2018,22
6902,2019,32
6902,2020,12
6902,2021,36
6902,2022,32
6902,2023,35
6902,2024,26
6908,2015,124
6911,2016,7
6927,2009,3
6936,2011,10
6941,2007,62
6941,2008,63
6941,2009,47
6941,2010,66
6941,2011,60
6941,2013,26
6941,2014,48
6941,2015,72
6941,2016,70
6941,2017,59
6941,2018,66
6941,2019,71
6941,2020,22
6941,2021,41
6943,2007,4
6943,2008,22
6943,2009,25
6943,2010,18
6943,2011,31
6943,2012,32
6943,2013,58
6943,2015,50
6943,2016,40
6947,2009,8
6947,2010,2
6950,2010,16
6950,2011,30
6950,2012,4
6955,2014,11
6955,2015,7
6979,2011,4
6979,2012,4
6979,2021,2
6983,2010,54
6983,2011,72
6983,2012,37
6983,2013,68
6983,2014,65
6983,2015,58
6983,2016,57
6983,2017,58
6984,2013,24
6984,2014,13
6984,2015,72
6984,2016,17
6984,2017,66
6984,2018,58
6984,2019,64
6984,2020,11
6984,2021,34
6984,2022,64
6984,2023,61
6984,2024,60
6986,2007,3
6986,2008,10
6986,2009,1
6986,2010,33
6986,2011,34
6986,2012,33
6986,2013,32
6986,2014,33
6986,2015,30
6986,2016,33
6986,2017,30
6986,2018,22
6986,2019,63
6986,2020,15
6986,2021,55
6986,2022,57
6986,2023,16
7005,2013,49
7005,2014,25
7005,2015,27
7005,2016,72
7005,2017,57
7005,2018,77
7005,2019,55
7005,2020,22
7005,2021,64
7005,2022,50
7005,2023,65
7005,2024,59
7007,2022,79
7015,2008,11
7015,2009,5
7016,2005,9
7016,2006,28
7016,2007,8
7016,2008,42
7016,2009,35
7016,2010,56
7016,2011,40
7018,2006,4
7019,2004,2
7019,2008,17
7019,2009,48
7019,2010,2
7019,2011,5
7024,2012,18
7024,2013,30
7024,2014,27
7024,2015,26
7024,2016,24
7024,2017,27
7024,2018,3
7038,2011,4
7038,2013,39
7038,2014,70
7038,2015,39
7042,2014,8
7048,2022,14
7048,2023,57
7048,2024,69
7057,2007,1
7059,2006,21
7059,2007,31
7059,2008,34
7059,2009,33
7059,2010,34
7059,2011,33
7059,2012,33
7059,2013,34
7059,2014,34
7059,2015,36
7059,2016,33
7059,2017,21
7059,2018,34
7060,2006,3
7060,2007,46
7060,2008,12
7060,2009,3
7060,2010,16
7060,2011,20
7060,2012,1
7074,2009,8
7074,2010,25
7074,2011,19
7074,2014,2
7080,2007,6
7080,2008,31
7080,2009,33
7080,2010,25
7080,2011,33
7080,2012,6
7080,2013,14
7080,2014,5
7087,2019,20
7105,2005,4
7105,2006,18
7105,2007,27
7105,2008,16
7105,2009,8
7106,2013,18
7106,2014,2
7108,2015,26
7108,2016,15
7108,2018,15
7108,2019,2
7108,2020,3
7115,2009,49
7115,2010,73
7115,2011,70
7115,2012,17
7115,2013,2
7115,2020,23
7115,2021,67
7115,2022,57
7115,2023,50
7119,2016,1
7122,2009,14
7122,2011,49
7146,2009,6
7146,2010,14
7146,2011,33
7146,2012,9
7146,2014,3
7146,2015,64
7146,2016,70
7146,2017,71
7146,2018,40
7146,2019,68
7146,2020,21
7146,2021,54
7146,2022,25
7146,2023,3
7146,2024,65
7161,2013,26
7161,2014,20
7161,2016,46
7169,2011,34
7169,2012,66
7169,2013,37
7169,2014,7
7169,2015,58
7175,2010,79
7175,2011,85
7175,2012,66
7175,2018,50
7175,2019,12
7183,2012,22
7183,2013,22
7183,2014,13
7185,2020,13
7189,2005,11
7189,2006,3
7192,2004,4
7196,2010,15
7196,2011,46
7196,2012,67
7196,2013,66
7196,2014,65
7196,2015,48
7196,2017,61
7196,2018,55
7196,2019,40
7196,2020,28
7196,2021,57
7196,2022,5
7206,2005,4
7206,2006,16
7206,2008,46
7206,2009,4
7206,2010,11
7206,2011,9
7226,2018,123
7226,2020,21
7230,2004,4
7230,2005,1
7232,2005,5
7244,2015,95
7249,2012,10
7254,2010,102
7262,2007,5
7266,2006,35
7266,2007,19
7266,2008,6
7267,2006,8
7267,2007,27
7267,2008,42
7267,2009,73
7267,2010,82
7267,2011,75
7267,2014,51
7267,2015,28
7274,2009,20
7274,2010,36
7274,2011,7
7274,2012,59
7274,2013,55
7274,2014,49
7274,2015,5
7274,2017,60
7274,2018,73
7274,2019,76
7274,2020,24
7274,2021,67
7274,2022,33
7290,2013,52
7290,2015,51
7293,2008,47
7293,2009,69
7293,2010,64
7293,2011,66
7293,2012,77
7293,2013,78
7293,2014,68
7293,2015,66
7293,2016,69
7293,2017,53
7293,2018,82
7303,2013,4
7303,2014,10
7303,2015,5
7303,2018,8
7303,2021,2
7312,2011,31
7312,2012,28
7312,2013,49
7312,2014,33
7312,2015,43
7312,2016,18
7312,2017,11
7320,2010,4
7322,2008,4
7322,2009,1
7324,2014,41
7324,2016,68
7324,2017,76
7324,2018,25
7334,2008,22
7334,2009,15
7334,2010,12
7334,2011,36
7335,2008,26
7335,2009,28
7335,2010,1
7341,2009,40
7341,2010,11
7355,2006,19
7355,2007,70
7355,2009,21
7355,2010,56
7355,2011,55
7355,2012,62
7355,2013,56
7355,2014,50
7355,2015,48
7358,2017,28
7370,2007,2
7370,2010,5
7371,2012,3
7371,2013,5
7383,2007,2
7383,2008,12
7385,2012,12
7385,2013,33
7385,2014,71
7385,2015,41
7385,2016,62
7385,2017,52
7385,2018,61
7385,2019,25
7396,2010,5
7396,2011,30
7396,2012,17
7396,2013,32
7396,2014,22
7396,2015,8
7396,2016,33
7396,2017,18
7397,2011,14
7397,2012,20
7405,2008,15
7407,2011,47
7407,2012,45
7407,2013,9
7407,2014,42
7407,2015,3
7407,2016,7
7407,2017,16
7407,2018,32
7407,2019,51
7407,2020,14
7407,2021,6
7410,2007,1
7410,2008,8
7410,2009,35
7410,2010,16
7410,2011,29
7410,2012,32
7410,2013,18
7410,2014,30
7410,2015,32
7410,2016,32
7410,2017,25
7410,2018,31
7410,2019,32
7410,2020,9
7410,2021,30
7411,2014,6
7411,2015,28
7411,2016,19
7411,2019,15
7412,2009,89
7416,2006,15
7416,2007,4
7416,2008,57
7416,2009,75
7416,2010,14
7416,2011,52
7416,2012,36
7416,2013,11
7416,2014,7
7416,2015,56
7416,2016,54
7422,2014,2
7432,2015,6
7432,2019,28
7432,2021,23
7432,2022,2
7432,2023,25
7432,2024,20
7435,2019,47
7441,2009,6
7441,2010,29
7441,2011,30
7441,2012,54
7441,2013,31
7441,2014,71
7441,2015,69
7441,2016,45
7441,2017,59
7441,2018,69
7441,2019,50
7441,2020,5
7441,2021,40
7448,2008,10
7448,2009,20
7448,2010,33
7448,2011,32
7448,2012,32
7448,2013,32
7448,2014,27
7448,2015,31
7448,2016,32
7448,2017,32
7448,2018,32
7448,2019,19
7448,2020,12
7450,2007,13
7450,2008,8
7450,2009,51
7450,2010,31
7450,2011,17
7450,2012,32
7450,2013,30
7450,2014,32
7450,2015,27
7450,2016,12
7450,2017,14
7450,2018,23
7456,2010,1
7456,2011,3
7458,2008,8
7458,2011,6
7458,2012,33
7458,2013,1
7458,2014,2
7463,2008,10
7463,2009,1
7466,2009,12
7466,2011,27
7466,2012,44
7466,2013,48
7466,2014,50
7466,2015,10
7466,2016,26
7466,2017,70
7466,2018,29
7466,2019,59
7466,2021,13
7474,2009,28
7474,2010,54
7474,2011,53
7474,2012,65
7474,2013,66
7474,2014,50
7474,2015,40
7474,2016,18
7476,2018,80
7476,2019,63
7480,2014,59
7487,2009,2
7487,2012,1
7488,2008,8
7488,2009,12
7488,2010,15
7488,2011,1
7488,2012,15
7489,2008,10
7489,2009,19
7489,2010,1
7489,2011,47
7489,2012,43
7489,2014,7
7501,2012,26
7501,2013,14
7501,2014,30
7501,2015,64
7501,2016,63
7501,2017,19
7503,2009,20
7507,2006,27
7507,2007,33
7507,2008,30
7507,2009,32
7507,2010,34
7507,2011,19
7507,2012,15
7507,2013,6
7513,2011,7
7513,2012,17
7525,2011,10
7525,2012,30
7525,2013,18
7525,2014,13
7525,2015,54
7525,2016,12
7525,2017,8
7529,2009,15
7529,2010,16
7531,2012,8
7531,2013,7
7531,2014,25
7531,2015,32
7531,2016,33
7531,2017,12
7531,2018,58
7531,2019,35
7531,2021,37
7531,2022,58
7531,2023,41
7539,2020,18
7541,2010,8
7541,2011,9
7541,2012,35
7541,2013,37
7541,2014,3
7541,2016,9
7541,2017,4
7542,2011,8
7542,2012,9
7550,2010,8
7550,2011,37
7550,2012,69
7550,2013,71
7550,2014,72
7550,2015,39
7550,2016,57
7550,2017,62
7550,2018,61
7550,2019,45
7550,2020,24
7550,2021,62
7550,2022,42
7553,2014,1
7555,2012,27
7555,2013,45
7555,2014,63
7555,2015,26
7555,2016,60
7555,2017,69
7555,2018,62
7555,2019,32
7555,2020,21
7555,2021,7
7558,2009,1
7558,2011,47
7558,2012,70
7558,2014,7
7558,2015,56
7558,2016,34
7560,2013,22
7560,2015,5
7568,2013,1
7570,2008,55
7570,2009,27
7570,2011,40
7570,2012,39
7593,2011,20
7593,2012,26
7593,2013,27
7593,2014,23
7593,2015,11
7593,2016,40
7593,2017,38
7593,2018,37
7593,2019,28
7593,2020,12
7593,2021,32
7593,2022,32
7593,2023,31
7593,2024,5
7603,2006,30
7608,2011,5
7608,2012,31
7608,2013,28
7608,2014,23
7608,2015,24
7608,2016,19
7608,2017,17
7608,2018,5
7608,2019,23
7608,2020,9
7608,2021,6
7608,2022,7
7608,2023,2
7613,2005,3
7613,2006,45
7613,2007,80
7613,2008,73
7613,2009,64
7613,2010,21
7619,2018,84
7619,2019,78
7624,2009,8
7624,2010,5
7624,2012,32
7624,2013,33
7624,2014,73
7624,2015,59
7624,2016,72
7624,2017,67
7624,2018,10
7624,2019,4
7641,2008,4
7641,2009,1
7641,2011,2
7645,2009,5
7645,2010,23
7645,2011,23
7645,2012,10
7645,2013,2
7645,2014,2
7652,2007,16
7655,2016,6
7667,2007,22
7667,2008,32
7667,2009,25
7667,2010,41
7667,2011,15
7677,2014,50
7677,2015,19
7677,2016,18
7677,2017,29
7677,2018,47
7677,2019,22
7705,2007,3
7705,2008,6
7718,2008,5
7718,2009,24
7718,2010,7
7718,2011,30
7718,2012,49
7725,2013,1
7725,2014,7
7725,2015,6
7725,2017,37
7731,2011,13
7731,2012,11
7731,2013,31
7731,2014,33
7731,2015,54
7731,2016,52
7731,2017,76
7731,2018,46
7731,2019,47
7731,2020,2
7734,2008,6
7734,2009,8
7738,2012,6
7738,2013,32
7738,2014,32
7738,2015,20
7738,2016,23
7738,2017,19
7738,2018,37
7738,2019,42
7738,2021,19
7738,2022,28
7754,2011,2
7754,2012,23
7754,2013,11
7754,2014,14
7754,2015,31
7754,2016,31
7754,2017,30
7754,2018,31
7754,2019,33
7754,2020,11
7754,2021,2
7758,2013,10
7758,2014,6
7758,2015,11
7759,2008,5
7759,2014,20
7763,2007,65
7763,2008,64
7763,2009,68
7763,2010,56
7763,2011,7
7763,2013,5
7773,2009,41
7773,2010,22
7773,2011,10
7773,2012,47
7773,2013,57
7773,2014,59
7773,2015,53
7773,2016,67
7773,2017,32
7773,2018,54
7773,2019,51
7775,2007,32
7775,2008,29
7775,2009,12
7775,2010,25
7775,2011,8
7775,2012,11
7775,2013,7
7775,2014,34
7782,2007,19
7794,2007,14
7794,2008,2
7802,2023,125
7802,2024,103
7803,2016,23
7803,2017,57
7803,2018,31
7803,2019,53
7803,2020,21
7803,2021,68
7803,2022,55
7803,2023,27
7831,2009,35
7831,2010,1
7831,2011,34
7836,2014,9
7836,2015,55
7836,2016,72
7836,2017,67
7836,2018,49
7836,2019,28
7836,2020,4
7836,2021,57
7836,2022,66
7836,2024,72
7841,2007,6
7841,2008,36
7841,2009,20
7841,2010,63
7841,2011,26
7841,2012,63
7841,2013,67
7841,2014,64
7841,2015,7
7841,2016,73
7841,2017,75
7841,2018,64
7841,2019,45
7851,2011,4
7851,2012,3
7853,2013,10
7853,2015,1
7853,2016,6
7853,2017,9
7853,2021,5
7872,2010,26
7872,2011,9
7872,2012,18
7872,2013,36
7872,2014,32
7872,2015,34
7872,2016,1
7872,2017,12
7872,2018,34
7872,2019,7
7874,2011,7
7874,2012,4
7882,2011,27
7882,2012,74
7882,2013,8
7882,2014,1
7882,2017,4
7882,2020,12
7882,2021,8
7888,2016,73
7896,2012,3
7927,2021,78
7942,2012,17
7942,2014,16
7942,2015,68
7942,2016,24
7945,2015,23
7947,2011,18
7947,2012,22
7947,2013,36
7947,2015,7
7947,2016,56
7947,2017,68
7947,2018,62
7947,2019,66
7947,2020,1
7952,2009,56
7952,2010,28
7952,2011,7
7952,2013,7
7952,2014,13
7955,2013,32
7960,2010,40
7960,2011,40
7960,2012,15
7960,2016,14
7978,2012,20
7980,2014,3
7980,2015,2
7982,2011,27
7982,2012,25
7982,2013,24
7982,2014,21
7982,2015,33
7982,2017,2
7982,2018,16
7982,2019,44
7982,2020,26
7982,2021,70
7982,2022,74
7982,2023,22
7986,2006,61
7986,2007,22
7986,2008,70
7986,2009,70
7986,2010,69
7986,2011,66
7986,2012,58
7986,2013,6
7986,2014,1
7988,2006,7
7992,2004,4
7992,2007,19
7993,2009,19
8004,2018,8
8004,2019,70
8004,2020,15
8007,2015,10
8007,2016,6
8007,2017,3
8011,2006,6
8011,2007,13
8011,2008,9
8011,2009,11
8011,2011,6
8011,2012,20
8011,2013,37
8011,2014,32
8011,2015,9
8023,2009,3
8025,2010,16
8029,2012,17
8029,2013,20
8036,2012,2
8036,2013,8
8037,2013,35
8037,2014,13
8037,2016,18
8041,2006,4
8041,2007,19
8041,2008,26
8041,2009,18
8041,2010,13
8041,2011,65
8041,2012,69
8041,2013,60
8041,2014,63
8041,2015,60
8041,2016,2
8041,2017,8
8044,2005,18
8044,2006,12
8044,2007,2
8044,2009,23
8044,2010,31
8044,2011,32
8044,2012,33
8044,2013,24
8044,2014,30
8044,2015,9
8044,2016,3
8044,2017,32
8044,2018,21
8044,2019,30
8045,2008,4
8045,2011,4
8047,2008,8
8047,2009,6
8048,2012,16
8048,2013,19
8048,2014,78
8048,2015,76
8048,2016,53
8048,2018,54
8048,2019,63
8048,2020,18
8048,2021,71
8048,2022,65
8048,2023,60
8048,2024,45
8070,2008,12
8073,2012,22
8073,2013,47
8073,2014,47
8073,2015,53
8073,2016,64
8073,2017,77
8073,2018,72
8073,2019,8
8077,2012,5
8077,2013,12
8077,2014,1
8079,2007,8
8079,2008,21
8079,2009,18
8090,2021,128
8099,2007,20
8099,2008,19
8099,2009,22
8099,2010,30
8099,2011,3
8103,2011,12
8103,2012,35
8110,2011,33
8110,2012,64
8110,2013,70
8110,2014,80
8110,2015,74
8110,2016,75
8110,2017,79
8110,2018,61
8110,2019,70
8110,2020,6
8110,2021,81
8110,2022,60
8110,2023,37
8110,2024,5
8130,2013,13
8137,2008,10
8137,2010,31
8137,2011,32
8137,2012,20
8137,2013,9
8137,2014,8
8137,2015,20
8137,2016,32
8137,2017,27
8137,2018,33
8162,2011,6
8162,2013,36
8162,2014,10
8173,2007,20
8173,2008,4
8173,2009,31
8173,2010,33
8173,2011,33
8173,2012,33
8173,2013,33
8173,2014,33
8173,2015,33
8173,2016,24
8173,2017,28
8173,2018,21
8180,2013,45
8180,2014,37
8180,2015,81
8180,2016,66
8180,2017,46
8182,2014,19
8182,2015,1
8185,2013,4
8185,2014,6
8185,2015,16
8185,2016,25
8185,2017,5
8185,2018,20
8185,2019,6
8201,2012,17
8201,2013,4
8202,2013,59
8202,2022,116
8202,2023,40
8203,2022,23
8214,2004,7
8214,2006,6
8214,2007,14
8214,2008,34
8217,1997,32
8217,1998,34
8217,1999,24
8217,2005,2
8223,2009,30
8223,2010,19
8223,2011,13
8223,2012,6
8223,2013,16
8223,2014,8
8223,2015,31
8223,2016,4
8223,2017,13
8223,2018,17
8223,2019,31
8223,2020,10
8223,2021,24
8226,2007,2
8228,2006,10
8228,2007,17
8228,2008,1
8241,2008,25
8241,2009,45
8241,2010,64
8241,2011,70
8241,2012,65
8241,2013,70
8241,2014,63
8241,2015,60
8241,2016,62
8241,2017,61
8241,2018,69
8241,2019,7
8241,2021,12
8241,2022,58
8241,2023,62
8241,2024,68
8245,2005,15
8245,2006,8
8245,2007,10
8245,2008,64
8245,2009,69
8245,2011,46
8245,2012,55
8245,2013,67
8245,2014,68
8245,2015,65
8245,2016,64
8245,2017,16
8246,2017,12
8246,2020,2
8246,2021,35
8246,2022,42
8246,2023,3
8246,2024,3
8249,2006,49
8249,2007,67
8249,2008,25
8249,2010,27
8253,2007,7
8253,2008,10
8253,2009,16
8253,2010,3
8253,2013,7
8253,2014,1
8254,2013,119
8258,2005,67
8258,2006,69
8258,2007,48
8258,2008,63
8258,2009,64
8258,2010,44
8258,2011,62
8258,2012,40
8258,2013,58
8258,2014,61
8258,2015,61
8258,2016,26
8258,2017,4
8261,2007,8
8261,2008,23
8261,2009,14
8261,2010,46
8268,2007,6
8268,2008,30
8268,2009,29
8268,2010,21
8268,2011,9
8268,2012,13
8268,2013,16
8268,2015,21
8268,2016,64
8270,2010,12
8270,2011,21
8270,2012,17
8270,2014,10
8280,2009,46
8280,2010,70
8280,2011,69
8280,2012,63
8280,2013,56
8280,2014,56
8280,2015,60
8280,2016,60
8280,2017,46
8280,2018,54
8280,2019,36
8302,2013,18
8302,2015,20
8302,2016,70
8302,2017,27
8302,2018,2
8302,2019,5
8337,2012,63
8337,2013,35
8337,2014,12
8337,2015,1
8337,2021,57
8337,2022,50
8337,2023,12
8346,2007,47
8346,2008,54
8346,2009,53
8346,2010,4
8346,2011,6
8346,2012,64
8346,2013,71
8346,2014,67
8350,2012,11
8350,2013,68
8350,2014,68
8350,2015,70
8350,2016,67
8350,2017,61
8350,2018,28
8350,2020,3
8350,2021,4
8352,2012,25
8352,2013,7
8353,2014,11
8356,2006,8
8356,2008,11
8356,2009,3
8360,2008,12
8360,2009,9
8360,2010,33
8360,2011,33
8360,2013,24
8362,2007,9
8362,2008,8
8362,2009,22
8362,2010,19
8362,2011,23
8362,2012,34
8362,2013,32
8362,2014,23
8362,2015,2
8362,2016,6
8362,2017,18
8362,2018,20
8362,2019,31
8362,2020,2
8364,2008,5
8368,2007,3
8368,2010,1
8368,2011,19
8368,2012,54
8368,2013,56
8368,2014,17
8369,2009,2
8369,2010,5
8369,2011,3
8373,2006,4
8375,2009,19
8375,2010,30
8375,2011,34
8375,2012,19
8385,2018,49
8392,2014,103
8392,2017,131
8392,2018,138
8392,2019,82
8402,2012,2
8402,2014,11
8402,2015,70
8402,2016,27
8404,2009,5
8404,2010,8
8404,2013,33
8404,2014,6
8410,2015,10
8410,2016,44
8410,2017,19
8410,2019,1
8410,2020,9
8410,2021,53
8418,2019,83
8418,2020,42
8418,2022,36
8421,2011,5
8421,2012,3
8421,2015,1
8421,2017,4
8422,2013,10
8432,2010,33
8432,2011,6
8432,2012,39
8433,2015,74
8436,2014,3
8461,2017,16
8476,2010,33
8476,2012,5
8476,2013,6
8476,2014,62
8476,2015,7
8479,2010,28
8479,2011,2
8490,2013,25
8490,2016,37
8490,2017,38
8490,2019,28
8493,2015,10
8493,2016,14
8493,2018,3
8501,2011,3
8501,2013,46
8501,2014,67
8501,2015,43
8501,2016,35
8501,2017,51
8501,2018,8
8504,2012,22
8504,2013,1
8504,2014,30
8504,2015,5
8504,2017,19
8504,2018,9
8505,2010,24
8505,2011,14
8505,2013,63
8505,2014,25
8505,2015,6
8515,2007,38
8515,2008,20
8515,2009,14
8529,2008,2
8529,2009,7
8529,2010,22
8532,2013,27
8532,2014,40
8532,2015,4
8536,2012,6
8536,2013,13
8536,2017,1
8536,2018,7
8538,2006,48
8538,2007,19
8538,2008,63
8538,2010,35
8538,2011,78
8538,2012,14
8542,2006,8
8553,2019,118
8556,2011,10
8556,2012,8
8574,2010,5
8574,2011,14
8574,2012,22
8574,2013,37
8577,2009,49
8580,2014,8
8580,2015,34
8580,2016,40
8580,2018,49
8580,2019,17
8580,2021,23
8586,2006,2
8586,2007,3
8586,2008,5
8586,2009,8
8586,2010,8
8586,2011,28
8586,2012,26
8586,2013,17
8591,2008,5
8591,2009,31
8591,2010,30
8591,2011,23
8591,2012,8
8598,2007,6
8598,2008,21
8598,2009,15
8598,2011,45
8600,2005,13
8600,2006,16
8600,2007,28
8600,2008,19
8600,2011,5
8600,2013,25
8600,2014,53
8600,2015,14
8600,2016,55
8600,2017,63
8604,2005,27
8604,2006,60
8604,2007,30
8604,2008,18
8604,2009,61
8604,2010,14
8609,2019,29
8610,2018,129
8610,2019,53
8619,2005,33
8624,2005,40
8624,2008,60
8645,2005,32
8645,2006,67
8645,2007,65
8645,2008,57
8645,2009,52
8645,2010,54
8645,2011,19
