"playerid","Season","GP"
650,2001,33
650,2002,77
650,2003,77
650,2004,70
650,2005,14
650,2006,2
650,2007,53
650,2008,50
655,2002,28
655,2003,27
655,2004,31
655,2005,19
665,1995,29
665,1996,33
665,1997,40
665,1998,70
665,1999,42
665,2000,54
665,2001,41
665,2002,37
665,2003,45
665,2004,39
665,2005,49
665,2006,5
666,1995,28
666,1996,33
666,1997,33
666,1998,29
666,1999,29
666,2000,32
666,2001,33
666,2002,34
666,2003,33
666,2004,18
666,2005,19
666,2008,3
667,1997,71
667,2002,56
667,2003,65
668,1999,18
668,2001,24
668,2002,32
668,2003,30
668,2004,31
668,2005,19
668,2006,33
668,2007,26
668,2008,31
669,1994,35
669,1995,33
669,1997,77
669,2000,68
669,2002,86
669,2003,88
669,2004,85
669,2005,50
672,1995,4
672,1997,32
672,1998,29
672,1999,38
672,2000,2
672,2001,4
672,2002,1
674,1999,5
674,2001,15
674,2002,10
678,2001,31
678,2002,25
679,1997,12
679,2000,51
679,2001,55
679,2002,50
681,2000,66
681,2002,51
681,2003,51
681,2004,17
681,2005,27
681,2008,2
682,1997,55
682,1998,59
682,1999,56
682,2000,53
682,2001,75
682,2002,68
682,2003,74
682,2004,54
682,2005,65
682,2006,2
683,2000,3
683,2001,19
683,2002,30
683,2003,12
683,2004,10
683,2008,16
683,2009,16
683,2010,31
683,2011,8
684,1998,49
684,1999,6
684,2001,65
684,2002,3
684,2003,38
684,2004,12
684,2005,11
684,2008,3
684,2009,2
686,1999,13
686,2000,16
686,2004,6
686,2005,5
693,1999,10
693,2001,82
693,2002,76
693,2003,79
693,2004,86
693,2005,77
693,2006,67
693,2007,67
693,2008,12
694,1994,8
694,1995,76
694,1996,70
694,1997,54
694,1998,65
694,1999,63
694,2000,73
694,2001,70
694,2003,53
694,2004,51
697,2014,63
698,2001,2
698,2002,12
699,2002,21
701,2002,3
705,2000,21
705,2001,10
705,2002,26
705,2003,9
707,1997,30
707,1998,29
707,2000,31
707,2001,33
707,2002,37
707,2003,33
707,2004,33
707,2005,46
707,2006,25
707,2008,36
707,2009,11
710,2001,25
710,2002,34
710,2003,34
710,2004,34
710,2005,22
710,2006,17
710,2007,24
710,2008,31
710,2010,20
710,2012,9
711,2012,52
711,2013,20
711,2018,2
712,1997,3
712,2000,20
712,2002,2
714,2002,76
714,2003,75
714,2004,73
714,2005,65
714,2006,70
714,2007,76
714,2008,43
714,2009,15
715,1996,16
715,1997,26
715,1998,34
715,1999,16
715,2000,26
715,2001,34
715,2002,23
715,2003,4
715,2004,14
715,2005,35
715,2006,35
715,2007,20
715,2008,75
715,2009,64
715,2010,46
715,2011,60
715,2012,66
715,2013,66
715,2014,61
718,2003,17
718,2004,36
718,2007,25
718,2008,51
718,2009,73
718,2010,57
718,2011,62
718,2012,75
718,2013,65
718,2014,64
718,2015,6
723,2002,23
723,2003,33
723,2004,11
726,2002,48
726,2003,21
727,2002,68
727,2003,66
727,2004,41
727,2005,58
727,2006,43
727,2007,15
727,2008,64
727,2009,48
729,1997,20
729,1998,33
729,1999,33
729,2000,66
729,2002,65
729,2003,74
729,2004,76
729,2005,66
729,2006,60
729,2007,62
729,2008,57
729,2009,65
729,2010,18
729,2011,52
729,2012,48
729,2013,71
729,2014,57
729,2015,42
732,1994,36
732,1995,40
732,2001,67
732,2002,58
732,2004,45
733,2001,7
733,2003,2
737,2002,14
737,2003,33
737,2004,42
737,2005,5
739,2001,19
739,2002,32
739,2003,33
739,2004,35
739,2005,31
739,2006,34
739,2007,35
739,2008,33
739,2009,23
739,2010,21
739,2011,35
739,2012,34
739,2013,33
739,2014,31
739,2015,41
739,2016,2
740,1999,49
740,2000,31
740,2001,34
740,2002,17
740,2003,31
740,2005,31
740,2006,13
742,2002,5
743,1998,32
743,1999,34
743,2000,33
743,2001,35
743,2002,29
743,2003,3
743,2004,34
743,2005,34
743,2006,28
743,2007,6
743,2009,6
748,1997,35
748,1998,32
748,1999,33
748,2000,34
748,2001,33
748,2002,21
748,2003,33
748,2004,34
748,2005,31
748,2006,28
749,2003,15
750,1995,4
750,1997,33
750,1998,31
750,1999,26
750,2000,30
750,2001,32
750,2002,33
750,2003,27
752,2001,4
752,2002,10
752,2003,58
752,2004,77
752,2005,75
752,2006,75
752,2007,63
752,2008,47
752,2009,33
752,2010,2
754,2001,14
754,2002,81
754,2003,73
754,2004,74
754,2005,68
754,2006,65
754,2007,74
754,2008,81
754,2009,21
754,2010,60
754,2011,36
754,2012,16
755,2000,30
755,2002,27
755,2003,45
755,2004,34
755,2005,33
755,2006,34
755,2007,33
755,2008,34
755,2009,25
755,2010,29
755,2012,21
757,2003,3
757,2004,3
757,2010,49
757,2011,12
758,1997,67
758,2000,74
758,2002,5
760,1997,46
760,2002,48
761,1999,1
761,2000,17
761,2001,34
761,2002,29
761,2003,5
761,2004,16
761,2005,19
761,2006,30
761,2007,31
761,2008,3
769,1998,4
769,1999,16
769,2000,37
769,2001,27
769,2002,55
769,2003,16
769,2004,8
769,2005,34
769,2006,40
769,2007,5
769,2009,17
769,2010,33
769,2011,25
769,2012,35
769,2013,34
769,2014,13
769,2015,2
771,2000,20
771,2004,7
773,2000,19
773,2003,1
773,2004,12
773,2005,26
773,2006,59
773,2007,81
773,2008,66
773,2009,48
773,2010,67
773,2011,60
773,2012,56
773,2013,68
773,2014,55
774,1995,17
774,1996,52
774,1997,1
774,2002,59
774,2003,69
774,2004,22
774,2005,58
774,2006,22
777,2001,16
777,2004,4
780,1999,17
780,2000,58
780,2001,75
780,2002,62
780,2003,67
780,2004,69
780,2005,28
780,2006,66
780,2007,35
780,2008,58
780,2009,30
783,2001,83
783,2002,65
783,2003,52
785,2020,45
787,2013,7
788,2001,22
788,2002,32
788,2003,35
788,2004,15
788,2005,33
788,2006,18
788,2007,10
788,2009,18
790,1998,24
790,1999,19
790,2000,15
790,2001,8
790,2002,37
790,2003,33
790,2004,31
790,2005,17
790,2007,2
790,2008,7
790,2009,33
790,2010,32
790,2011,33
790,2012,11
792,2013,2
794,2000,9
794,2001,41
794,2002,42
794,2003,2
794,2005,2
794,2006,6
797,2002,67
797,2003,51
797,2004,34
800,2000,2
800,2002,58
800,2003,45
800,2004,54
800,2005,13
801,1998,33
801,1999,26
801,2000,33
801,2001,32
801,2002,34
801,2003,34
801,2004,32
801,2005,33
801,2006,33
801,2007,32
801,2008,33
801,2009,37
801,2010,31
801,2011,36
803,2002,5
803,2003,2
803,2004,19
805,1995,16
805,1998,6
805,2004,29
805,2005,72
805,2006,62
805,2007,14
807,1998,29
807,1999,31
807,2000,29
807,2001,42
807,2002,31
813,2001,37
813,2002,18
813,2003,5
813,2004,74
813,2005,8
813,2006,30
813,2007,2
813,2009,61
813,2010,85
813,2011,54
813,2012,80
813,2013,64
813,2014,61
813,2015,71
814,2003,1
814,2004,14
814,2005,29
814,2006,14
815,1996,34
815,1997,34
815,1998,33
815,1999,30
815,2000,32
815,2001,33
815,2002,29
815,2003,33
815,2004,33
815,2005,32
815,2006,19
815,2007,18
817,2009,3
817,2010,10
823,1998,21
823,1999,33
823,2000,29
823,2002,24
823,2004,15
823,2005,24
823,2006,29
823,2007,27
824,1997,32
824,1998,39
824,1999,33
824,2000,11
824,2001,13
824,2002,20
824,2003,35
824,2004,4
829,1997,25
829,2000,72
829,2001,74
829,2002,78
829,2004,7
829,2005,20
829,2006,9
830,2001,10
830,2003,3
830,2005,24
830,2006,11
830,2007,4
831,2002,7
831,2008,4
833,1999,9
833,2001,26
833,2002,22
833,2003,32
833,2004,32
833,2005,25
833,2006,32
833,2007,34
833,2008,34
833,2009,27
833,2010,30
833,2011,34
833,2012,8
833,2013,5
836,1998,41
836,2001,56
836,2002,62
836,2003,37
836,2004,27
836,2005,1
837,1997,33
837,1998,29
837,1999,31
837,2000,34
837,2001,34
837,2002,33
837,2003,31
837,2004,27
837,2005,30
837,2006,32
837,2007,28
837,2008,34
840,1998,33
840,1999,31
840,2000,32
840,2001,31
840,2002,22
840,2003,33
840,2004,15
840,2005,33
840,2006,38
840,2007,36
840,2008,33
840,2009,32
840,2010,21
840,2012,12
840,2013,30
842,1995,17
842,1998,26
842,1999,19
842,2000,2
842,2005,5
844,2002,45
844,2003,63
844,2004,73
844,2005,71
844,2006,63
844,2007,66
844,2008,64
844,2009,66
844,2010,61
844,2011,64
844,2012,9
844,2013,63
849,1994,49
849,1998,66
849,1999,73
849,2000,69
849,2002,79
849,2003,50
849,2004,81
849,2005,57
849,2006,82
849,2007,69
851,2002,2
852,1997,5
852,1998,14
852,1999,29
852,2000,17
852,2001,28
852,2002,12
854,2004,102
855,1995,29
855,1998,30
855,1999,34
855,2000,35
855,2001,16
855,2002,31
855,2003,31
855,2004,31
855,2005,30
855,2006,13
855,2007,29
862,1994,23
862,1995,48
862,1996,35
862,1997,33
862,1998,35
862,1999,37
862,2000,32
862,2001,26
862,2002,31
862,2003,7
862,2004,5
862,2005,24
862,2006,17
863,2002,11
863,2003,5
863,2004,3
863,2007,29
864,2003,10
864,2007,26
864,2008,13
864,2009,43
865,1999,77
865,2001,73
865,2002,62
865,2003,69
865,2004,64
865,2005,30
865,2006,41
865,2007,55
865,2008,8
868,2010,37
868,2011,34
868,2012,1
870,2002,27
870,2003,20
870,2004,31
871,1997,23
871,2000,23
871,2001,10
871,2002,29
871,2003,29
871,2004,7
872,2000,8
872,2001,57
872,2002,16
872,2005,15
872,2007,11
873,1995,3
873,1996,13
873,1997,35
873,1998,27
873,1999,38
873,2000,30
873,2001,27
873,2002,30
873,2003,30
873,2004,36
873,2005,21
873,2006,1
873,2008,11
874,1994,47
874,1996,50
874,1998,61
874,2000,62
874,2003,38
874,2004,52
874,2005,31
876,1995,60
876,1996,66
876,1997,62
876,1998,53
876,2000,76
876,2002,68
876,2003,65
881,2002,25
883,1996,33
883,1997,27
883,1998,28
883,1999,32
883,2000,31
883,2001,29
883,2002,33
883,2003,30
883,2004,30
883,2005,33
885,2010,13
885,2011,7
885,2012,30
886,2013,4
886,2014,3
888,2014,26
888,2015,18
888,2016,3
894,2000,4
894,2001,16
894,2002,34
894,2003,18
894,2004,4
895,2002,1
895,2003,35
895,2004,26
895,2005,14
895,2006,36
895,2007,11
896,2002,5
896,2003,6
897,2000,49
897,2001,76
897,2002,68
897,2003,19
897,2005,5
897,2010,3
898,1994,22
898,1995,30
898,1996,31
898,1997,34
898,1998,33
898,1999,34
898,2000,34
898,2001,28
898,2002,31
898,2003,36
898,2004,35
898,2005,6
898,2006,30
898,2007,29
898,2008,10
901,2002,5
901,2004,52
901,2005,67
901,2006,26
901,2007,15
901,2008,65
901,2009,32
901,2010,24
902,1994,24
902,1995,28
902,1996,43
902,1998,44
902,1999,63
902,2000,69
902,2001,80
902,2002,71
902,2003,77
902,2004,66
902,2005,73
902,2006,67
902,2007,70
902,2008,72
902,2009,68
904,2002,75
904,2003,72
904,2004,68
904,2005,31
904,2006,70
904,2007,78
904,2008,68
904,2009,19
910,2003,4
910,2004,53
910,2005,65
910,2006,53
910,2007,17
910,2008,22
910,2010,5
915,2003,21
915,2004,59
915,2005,45
915,2006,32
917,2011,1
919,2002,9
920,1997,66
920,2002,49
920,2006,3
921,1999,22
921,2000,33
921,2001,36
921,2002,34
921,2003,34
921,2004,27
921,2005,29
921,2006,35
921,2007,34
921,2008,23
921,2009,7
921,2010,35
921,2011,33
921,2012,29
921,2013,21
921,2014,31
921,2015,24
924,1999,56
924,2000,68
924,2002,84
924,2003,55
924,2004,47
925,2000,5
925,2001,32
925,2003,19
926,1997,54
926,2000,31
926,2001,29
926,2002,31
926,2003,31
926,2004,34
926,2005,31
926,2006,31
929,1997,40
929,1998,48
929,2000,54
929,2002,32
930,1998,68
930,2002,61
930,2003,41
930,2004,65
930,2005,52
931,2000,60
931,2004,85
932,2000,27
932,2001,34
932,2002,30
932,2003,26
932,2004,33
932,2005,32
932,2006,17
932,2007,3
932,2008,3
936,2009,7
936,2011,5
940,1998,15
940,2002,40
940,2003,44
943,2002,47
943,2003,24
943,2004,17
943,2006,7
944,2001,35
944,2002,35
944,2003,35
944,2004,34
944,2005,35
944,2006,34
944,2007,34
944,2008,32
944,2009,34
944,2010,34
944,2011,13
944,2012,32
944,2013,30
944,2015,3
946,1996,68
946,1997,74
946,1998,62
946,1999,52
946,2000,66
946,2001,43
946,2002,45
946,2003,66
946,2004,60
946,2005,16
948,1995,62
948,1996,61
948,1997,68
948,1999,68
948,2001,66
948,2002,30
948,2003,2
948,2004,59
948,2005,40
951,2000,5
951,2001,17
951,2002,38
952,1994,7
952,1996,33
952,2001,60
952,2002,54
952,2003,65
952,2004,84
952,2005,57
952,2006,64
952,2007,6
954,2001,11
954,2002,30
954,2003,24
954,2004,19
954,2005,7
954,2006,10
954,2007,26
954,2008,7
960,2000,12
960,2001,56
960,2002,31
960,2003,13
961,1998,76
961,2002,73
961,2003,60
961,2004,70
961,2005,55
961,2006,79
961,2007,56
962,2002,12
962,2003,33
962,2004,32
962,2005,34
962,2006,31
962,2007,51
962,2008,31
962,2009,18
962,2010,33
962,2011,34
962,2012,70
962,2013,4
963,2002,14
964,2000,55
964,2001,23
964,2002,32
964,2003,32
964,2004,20
964,2005,27
964,2006,33
964,2007,23
964,2008,29
964,2009,26
964,2010,16
964,2011,9
964,2012,56
965,2002,90
966,1995,3
966,1996,29
966,1997,23
966,1999,42
966,2000,28
966,2001,33
966,2002,17
966,2003,7
967,1998,8
967,2000,12
967,2001,23
967,2002,68
967,2003,54
967,2004,54
967,2005,68
967,2006,30
969,1997,28
969,2002,14
969,2003,28
969,2004,48
972,2001,73
972,2002,42
972,2003,25
972,2005,4
973,2002,67
973,2003,62
973,2004,33
973,2005,27
973,2006,36
973,2007,33
973,2008,28
973,2009,8
973,2010,21
975,1994,6
975,1995,43
975,1996,69
975,1997,64
975,1998,64
975,1999,80
975,2000,77
975,2001,70
975,2003,56
975,2004,12
976,1999,22
976,2000,32
976,2001,28
976,2002,32
976,2003,33
976,2004,25
976,2005,15
976,2006,13
976,2007,20
976,2008,36
976,2009,35
976,2010,36
976,2011,33
976,2012,31
976,2014,6
976,2015,8
977,1999,13
977,2000,27
977,2001,34
977,2002,28
977,2003,8
977,2004,12
978,2000,21
978,2001,24
978,2002,9
978,2003,6
978,2004,32
978,2005,35
978,2006,35
978,2007,34
978,2008,40
978,2009,36
978,2010,34
978,2011,36
978,2012,32
978,2013,32
978,2014,15
978,2017,15
979,2001,42
979,2002,53
979,2003,68
979,2004,3
979,2005,7
979,2006,62
979,2007,82
979,2008,71
979,2009,71
979,2010,71
979,2011,35
979,2014,56
979,2015,53
981,1997,46
982,1999,31
982,2000,32
982,2002,27
982,2003,18
982,2004,31
982,2005,28
982,2006,30
982,2009,8
982,2010,3
984,1998,56
984,1999,33
984,2000,7
984,2001,51
984,2002,69
984,2003,62
984,2004,21
988,2002,65
988,2003,5
988,2004,23
989,2002,34
989,2003,26
989,2004,32
989,2005,34
989,2006,33
989,2007,30
989,2008,23
989,2009,24
994,1997,6
994,1998,4
994,2001,45
994,2002,51
994,2003,28
996,1994,37
996,1997,16
996,1999,12
996,2000,43
996,2001,71
996,2002,13
996,2003,9
996,2004,26
998,1998,31
998,1999,31
998,2000,33
998,2002,11
998,2003,34
998,2004,65
998,2005,65
998,2006,53
999,2011,4
999,2014,7
999,2015,41
1001,1999,65
1001,2000,45
1005,1998,50
1005,1999,53
1005,2001,19
1005,2002,15
1005,2003,13
1005,2004,12
1005,2005,65
1005,2007,61
1005,2008,26
1007,1999,65
1007,2000,74
1007,2001,70
1007,2002,79
1007,2003,78
1007,2005,58
1007,2006,46
1009,2003,6
1010,1995,38
1010,1997,50
1010,1999,29
1010,2000,35
1010,2001,52
1010,2002,45
1010,2003,19
1010,2004,56
1010,2005,79
1010,2006,70
1010,2007,37
1010,2008,73
1010,2009,63
1011,2001,15
1011,2003,6
1011,2004,33
1011,2005,44
1011,2006,20
1011,2011,31
1011,2012,31
1011,2013,19
1011,2014,32
1011,2015,33
1011,2016,24
1012,2000,20
1012,2001,40
1012,2002,34
1012,2003,34
1012,2004,25
1012,2005,34
1012,2006,9
1012,2007,35
1012,2008,25
1012,2009,33
1012,2012,8
1013,2001,22
1013,2002,10
1013,2004,10
1013,2005,25
1013,2006,14
1013,2007,2
1014,1994,12
1014,1995,33
1014,1996,33
1014,1998,37
1014,1999,58
1014,2000,71
1014,2002,59
1014,2003,68
1020,1999,4
1020,2002,23
1020,2003,43
1020,2004,12
1021,2005,93
1022,2002,14
1022,2003,13
1022,2004,2
1026,2001,39
1026,2002,19
1028,2002,5
1029,2000,23
1029,2001,23
1029,2002,6
1029,2003,39
1029,2004,38
1029,2005,26
1029,2006,13
1029,2007,34
1029,2008,23
1029,2009,12
1030,1998,54
1030,2001,61
1030,2002,67
1030,2003,65
1030,2004,71
1030,2005,67
1030,2006,73
1030,2007,68
1030,2008,70
1030,2009,36
1031,2002,65
1031,2003,14
1031,2004,19
1033,2003,24
1035,1994,47
1035,1995,55
1035,1996,70
1035,1997,70
1035,1998,66
1035,1999,63
1035,2001,62
1035,2002,61
1035,2003,9
1035,2004,55
1035,2005,60
1035,2006,65
1035,2007,61
1035,2008,48
1035,2009,55
1035,2010,50
1037,1994,6
1037,1995,19
1037,1996,24
1037,1997,32
1037,2000,24
1037,2001,34
1037,2002,7
1037,2003,17
1037,2004,10
1037,2005,4
1037,2006,9
1038,2002,113
1039,1994,24
1039,1995,30
1039,1996,31
1039,1997,30
1039,1998,30
1039,1999,12
1039,2000,27
1039,2001,33
1039,2002,20
1045,2001,27
1045,2002,35
1045,2003,33
1045,2004,36
1045,2005,33
1045,2007,6
1046,2002,3
1048,2001,4
1048,2002,15
1048,2003,5
1051,2002,17
1051,2003,32
1051,2004,27
1051,2005,30
1051,2006,32
1051,2007,37
1051,2008,29
1051,2009,16
1051,2010,17
1051,2011,19
1051,2012,32
1051,2013,23
1051,2014,32
1051,2015,19
1051,2016,31
1053,1994,60
1053,1995,71
1053,1996,69
1053,1997,63
1053,1998,70
1053,2002,65
1053,2003,67
1053,2004,65
1053,2005,30
1054,2002,17
1054,2003,1
1054,2004,9
1055,2000,19
1055,2001,19
1055,2002,12
1055,2003,3
1056,1997,23
1056,1998,35
1056,1999,33
1056,2002,32
1056,2003,35
1056,2004,33
1056,2005,33
1056,2006,45
1056,2007,41
1056,2008,22
1056,2009,21
1056,2011,8
1059,2002,31
1059,2003,31
1059,2004,20
1060,2000,70
1060,2002,11
1060,2003,11
1060,2004,5
1060,2005,9
1061,2000,35
1061,2001,28
1061,2002,7
1061,2003,10
1061,2004,20
1062,2008,13
1062,2011,5
1064,1997,32
1064,1998,37
1064,1999,35
1064,2000,29
1064,2001,29
1064,2002,30
1064,2003,10
1064,2004,2
1064,2005,28
1073,2007,78
1076,2002,41
1076,2003,32
1076,2004,32
1076,2005,32
1076,2006,66
1076,2007,69
1076,2008,73
1076,2009,62
1076,2010,59
1076,2011,21
1077,1999,34
1077,2000,21
1077,2001,34
1077,2002,34
1077,2003,33
1077,2004,31
1077,2005,33
1077,2006,33
1077,2007,11
1077,2008,3
1077,2009,9
1077,2010,28
1077,2011,26
1077,2012,30
1077,2013,17
1080,1998,6
1080,1999,38
1080,2000,30
1080,2001,31
1080,2002,31
1080,2003,35
1080,2004,33
1080,2005,40
1080,2006,17
1082,2000,66
1082,2002,53
1082,2003,63
1082,2004,68
1082,2005,46
1083,2002,3
1087,2002,12
1087,2003,50
1087,2004,45
1087,2005,55
1087,2006,48
1087,2007,9
1089,2003,32
1089,2004,23
1089,2005,29
1089,2006,32
1089,2007,34
1089,2008,34
1089,2009,23
1089,2010,20
1091,1997,30
1091,1998,34
1091,1999,32
1091,2000,26
1091,2001,33
1091,2002,34
1091,2003,33
1091,2004,34
1091,2005,32
1091,2006,33
1091,2007,34
1091,2008,33
1091,2009,30
1091,2010,19
1091,2012,10
1092,1998,45
1092,2000,73
1092,2002,41
1092,2003,69
1092,2004,29
1092,2005,49
1092,2006,6
1094,2002,37
1094,2003,32
1094,2004,21
1094,2005,30
1094,2006,40
1094,2007,45
1094,2008,31
1094,2009,33
1094,2010,23
1094,2011,27
1096,2001,114
1096,2003,138
1097,1997,53
1097,1998,45
1097,2001,71
1097,2002,66
1097,2003,67
1097,2004,37
1097,2005,47
1097,2006,55
1097,2008,61
1097,2009,65
1097,2010,70
1097,2011,51
1098,2002,61
1098,2003,35
1100,2002,11
1100,2003,40
1100,2004,6
1100,2005,7
1100,2006,53
1100,2007,71
1100,2008,14
1100,2009,77
1100,2010,64
1100,2011,42
1100,2012,68
1100,2013,68
1100,2014,64
1100,2015,6
1101,2015,152
1107,1997,12
1107,1998,20
1107,1999,66
1107,2000,54
1107,2001,17
1107,2002,15
1107,2003,3
1107,2005,22
1110,2001,59
1110,2002,11
1110,2003,12
1111,1995,62
1111,1996,33
1111,1998,60
1111,1999,39
1111,2002,6
1111,2003,40
1111,2004,60
1111,2005,68
1113,2000,58
1113,2001,66
1113,2002,43
1113,2003,64
1113,2004,55
1113,2005,62
1113,2006,65
1113,2007,49
1116,1996,1
1116,1997,17
1116,1998,35
1116,1999,31
1116,2000,34
1116,2001,35
1116,2002,36
1116,2003,33
1116,2004,36
1116,2005,35
1116,2006,37
1116,2007,34
1116,2008,31
1116,2009,32
1116,2010,35
1116,2011,31
1116,2012,44
1117,2001,10
1117,2002,32
1117,2003,6
1117,2005,9
1118,2008,11
1118,2009,4
1118,2010,7
1118,2011,43
1118,2012,29
1118,2013,21
1118,2014,39
1118,2015,34
1118,2016,29
1118,2017,33
1118,2018,28
1118,2019,5
1122,1999,19
1122,2000,20
1122,2002,4
1122,2003,78
1122,2004,73
1122,2005,69
1122,2006,64
1122,2007,68
1122,2008,68
1122,2009,70
1122,2011,48
1122,2012,65
1122,2013,67
1122,2014,62
1122,2015,1
1122,2016,10
1123,1994,44
1123,1996,75
1123,1998,78
1123,2001,79
1123,2002,68
1124,1998,22
1124,1999,33
1124,2000,33
1124,2001,33
1124,2002,33
1124,2003,35
1124,2004,34
1124,2005,24
1124,2006,26
1124,2007,12
1124,2009,25
1124,2010,6
1127,1997,26
1127,1999,47
1127,2000,76
1127,2002,71
1127,2003,68
1127,2004,75
1127,2005,34
1127,2006,31
1128,1994,20
1128,1995,9
1128,1996,20
1128,1997,32
1128,1998,34
1128,1999,33
1128,2000,34
1128,2001,35
1128,2002,35
1128,2003,27
1128,2004,34
1128,2005,21
1131,1995,9
1131,1996,19
1131,1997,32
1131,1998,33
1131,1999,33
1131,2000,11
1131,2001,25
1131,2002,29
1131,2003,29
1131,2004,32
1131,2005,29
1131,2006,32
1131,2007,6
1131,2009,5
1137,2003,21
1137,2004,22
1137,2005,22
1137,2006,5
1137,2007,6
1137,2011,10
1137,2012,32
1137,2013,37
1137,2014,37
1137,2015,33
1137,2016,11
1138,1999,32
1138,2000,33
1138,2001,63
1138,2002,44
1138,2003,46
1138,2004,44
1138,2005,60
1138,2006,20
1138,2007,36
1139,1994,3
1139,1995,9
1139,1996,50
1139,1997,60
1139,2000,59
1139,2001,73
1139,2002,80
1139,2003,75
1139,2004,75
1139,2005,51
1139,2006,23
1140,2001,27
1140,2002,50
1140,2003,33
1141,2009,3
1142,1999,9
1142,2000,35
1142,2001,6
1142,2004,5
1144,1994,25
1144,1995,31
1144,1996,36
1144,1997,26
1144,1998,35
1144,1999,33
1144,2000,30
1144,2001,27
1144,2002,19
1148,2002,49
1148,2003,22
1149,2010,6
1149,2012,6
1149,2013,16
1155,1999,5
1155,2001,35
1155,2002,43
1155,2003,64
1157,2008,3
1157,2009,19
1157,2010,23
1157,2011,20
1157,2012,33
1157,2013,68
1157,2014,59
1157,2015,58
1157,2016,33
1157,2017,61
1157,2018,65
1157,2019,5
1157,2020,24
1157,2021,4
1157,2022,18
1157,2023,14
1158,1995,14
1158,1996,27
1158,1997,6
1158,1999,33
1158,2002,60
1158,2003,39
1158,2004,73
1158,2005,63
1158,2006,59
1158,2007,63
1158,2008,42
1158,2009,9
1158,2011,53
1158,2012,50
1159,2014,93
1159,2016,108
1159,2017,121
1159,2018,74
1159,2021,25
1160,2002,11
1161,2003,7
1161,2005,5
1162,2005,3
1163,1994,24
1163,1995,25
1163,1996,36
1163,1997,34
1163,1998,39
1163,1999,32
1163,2000,34
1163,2001,34
1163,2002,14
1164,1997,46
1164,1998,78
1164,1999,80
1164,2000,83
1164,2001,89
1164,2002,66
1164,2003,77
1164,2004,67
1164,2005,67
1164,2006,70
1164,2007,68
1170,2001,52
1170,2002,47
1170,2003,76
1170,2004,35
1170,2005,6
1172,1997,34
1172,1998,17
1172,2000,32
1172,2001,34
1172,2002,32
1172,2003,27
1172,2004,32
1172,2005,31
1172,2006,33
1172,2007,32
1172,2008,5
1175,2002,3
1175,2003,7
1175,2004,3
1177,2022,105
1180,2000,6
1180,2002,6
1181,2002,25
1181,2003,48
1181,2004,15
1181,2007,13
1182,2001,16
1182,2002,11
1184,2001,69
1184,2002,29
1185,1997,20
1185,1998,6
1185,1999,18
1185,2000,32
1185,2002,12
1185,2003,32
1187,2001,67
1187,2002,71
1187,2003,72
1187,2004,76
1187,2005,81
1187,2006,67
1187,2007,50
1187,2008,47
1188,1994,32
1188,1995,71
1188,1996,68
1188,1997,53
1188,1998,63
1188,1999,71
1188,2000,71
1188,2001,70
1188,2002,71
1188,2003,30
1190,1997,31
1190,1998,32
1190,1999,34
1190,2000,30
1190,2001,36
1190,2002,18
1190,2003,34
1190,2004,34
1190,2005,30
1190,2006,26
1190,2007,34
1193,1997,33
1193,1999,28
1193,2002,23
1193,2003,21
1193,2004,40
1193,2005,21
1194,2001,17
1194,2003,18
1194,2004,4
1195,2002,2
1195,2003,10
1195,2004,22
1195,2005,20
1195,2006,9
1198,2002,32
1198,2003,54
1198,2004,33
1198,2005,36
1198,2006,1
1198,2007,61
1198,2008,61
1198,2009,21
